,tweets,time,likes,no:rt
154,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 07:16:01,0,822
155,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 07:15:58,0,315
156,"The current price of Bitcoin is $57354.00.
The current price of BCash is $1014.09, or 0.01768124 BTC.
The current p… https://t.co/PjuaIG7q8o",2021-04-19 07:15:02,0,0
157,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 07:14:35,0,315
158,"ComBkex: New Listing in Coin-margined Perpetual Contract

- Currency: #UNI, #THETA, #XLM
- Time: 17:00 on Apr 19 (U… https://t.co/z81EatpNeK",2021-04-19 07:13:10,1,0
159,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 07:13:10,0,315
160,"RT @TransactionFees: Crypto fees (avg) &amp; stats for the past 24 hours:
-&gt; #Bitcoin: $51.56/tx paid in fees
-&gt; #Ethereum: $22.17/tx paid in f…",2021-04-19 07:12:16,0,12
161,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 07:12:00,0,822
162,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 07:11:43,0,822
163,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 07:10:02,0,315
164,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 07:09:58,0,822
165,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 07:09:33,0,822
166,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 07:07:34,0,315
167,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 07:07:15,0,822
168,"RT @JunkoSu22993224: If Chainlink Hits $50.00 This Week. 
Giving away $50.00 to every person that leaves a comment, retweets and likes this…",2021-04-19 07:06:41,0,624
169,"RT @ComBkex: 🔸 New Listing🔸 

#BKEX will list #VOX @RealVoxFinance🚀 🚀 
- Trading pair: VOX/USDT
- Trading time: 20:00 on Apr 3 (UTC+8)

🔹 🔹…",2021-04-19 07:05:59,0,109
170,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 07:05:56,0,822
171,RT @flurbnb: $50 to someone who retweets this and follows @spookyXBT in 12 hours #giveaway #Bitcoin #Ethereum #BNB #TRX #DOGE #DeFi #NFT #N…,2021-04-19 07:05:43,0,1581
172,"RT @JunkoSu22993224: If Chainlink Hits $50.00 This Week. 
Giving away $50.00 to every person that leaves a comment, retweets and likes this…",2021-04-19 07:04:21,0,624
173,"The current price of bitcoin is $57,364.00. It has increased by 2.821% in the last 24 hours #bitcoin #btc #cryptocurrency",2021-04-19 07:03:52,0,0
174,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 07:03:03,0,822
175,on the 04/19/2021 at 07:02 1BTC was worth $57362.00 #Bitcoin #Crypto #BotcoinUSD #Bitfinex,2021-04-19 07:02:45,0,0
176,RT @coinok: 1 BTC Price: Bitstamp 57344.98 USD #BTC #Bitcoin 2021-04-19 03:00 https://t.co/H6GnuDv4cX,2021-04-19 07:02:22,0,1
177,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 07:02:04,0,822
178,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 07:01:14,0,822
179,1 BTC Price: Bitstamp 57344.98 USD #BTC #Bitcoin 2021-04-19 03:00 https://t.co/H6GnuDv4cX,2021-04-19 07:00:25,1,1
180,"#bitcoin #cryptocurrency #kriptopara
1 $BTC $57.326,82🟢0.84%
2 $ETH $2.264,70🟢1.67%
3 $BNB $536,58🟢12.07%
4 $XRP $1… https://t.co/M2VanTrBy1",2021-04-19 07:00:05,3,0
181,"The price of
Spaghetti alla Carbonara
is 19,163 Satoshis
or 0.00019163 BTC

1 BTC = 57,348.90 USD
1 USD = 1,744 Sat… https://t.co/fwxyaVEHAS",2021-04-19 07:00:02,0,0
182,"RT @JunkoSu22993224: If Chainlink Hits $50.00 This Week. 
Giving away $50.00 to every person that leaves a comment, retweets and likes this…",2021-04-19 07:00:01,0,624
183,RT @artemval: Giving away some #safemoon $safemoon #crypto #bitcoin FOLLOW ME AND RESHARE THIS TWEET! I’ll pick 5 winners at 12:00 today!,2021-04-19 06:57:31,0,4
184,RT @artemval: Giving away some #safemoon $safemoon #crypto #bitcoin FOLLOW ME AND RESHARE THIS TWEET! I’ll pick 5 winners at 12:00 today!,2021-04-19 06:54:24,0,4
185,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:54:12,0,822
186,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:53:36,0,822
187,RT @artemval: Giving away some #safemoon $safemoon #crypto #bitcoin FOLLOW ME AND RESHARE THIS TWEET! I’ll pick 5 winners at 12:00 today!,2021-04-19 06:52:11,0,4
188,"RT @JunkoSu22993224: If Chainlink Hits $50.00 This Week. 
Giving away $50.00 to every person that leaves a comment, retweets and likes this…",2021-04-19 06:51:54,0,624
189,"RT @ComBkex: New Listing in Coin-margined Perpetual Contract

- Currency: #UNI, #THETA, #XLM
- Time: 17:00 on Apr 19 (UTC+8)

#Bitcoin #ETH…",2021-04-19 06:50:21,0,6
190,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:49:29,0,822
191,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:49:22,0,822
192,"Bitcoin transaction fees approaching All-Time High. Current price U$50.00 per transaction.

Sentiment: Positive… https://t.co/cyVXQRmhwB",2021-04-19 06:49:18,0,0
193,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:48:09,0,315
194,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:46:16,0,822
195,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:45:30,0,822
196,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:44:27,0,822
197,"RT @IGSquawk: Crypto update:
#Bitcoin 56848.00 +1.07%
#Ether 2247.91 +0.9%
#BitcoinCash 997.34 +6.46%
#EOS 7.2592 +4.07%
#Stellar 0.5590 +1…",2021-04-19 06:43:37,0,4
198,"You're invited to get free money worth of Bitcoin! 

1. Sign up with my invite link or downlod “Luno” on app store… https://t.co/Ke7VNnLMvH",2021-04-19 06:43:19,0,0
199,"RT @IGSquawk: Crypto update:
#Bitcoin 56848.00 +1.07%
#Ether 2247.91 +0.9%
#BitcoinCash 997.34 +6.46%
#EOS 7.2592 +4.07%
#Stellar 0.5590 +1…",2021-04-19 06:42:31,0,4
200,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:42:12,0,315
201,"Crypto update:
#Bitcoin 56848.00 +1.07%
#Ether 2247.91 +0.9%
#BitcoinCash 997.34 +6.46%
#EOS 7.2592 +4.07%
#Stellar… https://t.co/7yiWGZ3BtQ",2021-04-19 06:42:04,10,4
202,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:41:51,0,822
203,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:40:22,0,822
204,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:39:27,0,822
205,"RT @ComBkex: New Listing in Coin-margined Perpetual Contract

- Currency: #UNI, #THETA, #XLM
- Time: 17:00 on Apr 19 (UTC+8)

#Bitcoin #ETH…",2021-04-19 06:39:27,0,6
206,"RT @BitSler: Are you also Fan of #Cricket 🏏?

14:00 GMT #IPL 🏆
Place your bets now 👉https://t.co/zWmXJAgNq6

1️⃣Punjab Kings - 1.9
🏆WINNER…",2021-04-19 06:38:12,0,33
207,"RT @MocktailSwap: We are going to make history again..

Are you in?

17:00 UTC Tonight

Stay Tuned!

https://t.co/of4S1sZzZL

#MocktailSwap…",2021-04-19 06:37:29,0,18
208,"RT @BitSler: Are you also Fan of #Cricket 🏏?

14:00 GMT #IPL 🏆
Place your bets now 👉https://t.co/iCLuMKLn4Q

1️⃣Delhi Capitals - 1.67
🏆WINN…",2021-04-19 06:34:57,0,32
209,"RT @MocktailSwap: Do you know? MocktailSwap haves it's own Launchpad 😍

The first token will be on sale today!

MOK Token - 17:00 UTC Tonig…",2021-04-19 06:32:30,0,18
210,"RT @BitSler: The #Cricket is BACK 🏏🏏🏏!

14:00 GMT #IPL 🏆
Place your bets now 👉

1️⃣Royal Challengers Bangalore - 1.8
🏆WINNER
2️⃣Sunrisers H…",2021-04-19 06:31:47,0,35
211,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:31:34,0,822
212,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:30:37,0,315
213,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:30:11,0,822
214,"RT @JunkoSu22993224: If Chainlink Hits $50.00 This Week. 
Giving away $50.00 to every person that leaves a comment, retweets and likes this…",2021-04-19 06:29:22,0,624
215,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:29:12,0,315
216,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:29:00,0,822
217,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:28:16,0,822
218,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:27:06,0,822
219,"RT @BitSler: The #Cricket is BACK 🏏🏏🏏!

14:00 GMT #IPL 🏆
Place your bets now 👉https://t.co/pMiLx1yqIK

1️⃣SPunjab Kings - 1.83
🏆WINNER
2️⃣R…",2021-04-19 06:25:56,0,48
220,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:25:48,0,822
221,"RT @ComBkex: New Listing in Coin-margined Perpetual Contract

- Currency: #UNI, #THETA, #XLM
- Time: 17:00 on Apr 19 (UTC+8)

#Bitcoin #ETH…",2021-04-19 06:25:29,0,6
222,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:25:24,0,822
223,"New Listing in Coin-margined Perpetual Contract

- Currency: #UNI, #THETA, #XLM
- Time: 17:00 on Apr 19 (UTC+8)… https://t.co/CtVz4EGXxE",2021-04-19 06:24:42,11,6
224,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:22:44,0,822
225,"RT @ComBkex: 🔸 ETP Area🔸 
 
New added underlyings in #ETP Area
- PERP3L, PERP3S
- Time: 15:00 04/19/2021 (UTC+8)
 
🔹 🔹 More details: https:…",2021-04-19 06:22:11,0,3
226,"1: Bitcoin price is $56928.58 (-0.18% 1h)
2: Ethereum price is $2249.76 (-0.80% 1h)
3: Binance Coin price is $528.5… https://t.co/IJKQetHzDr",2021-04-19 06:20:29,0,0
227,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:20:00,0,822
228,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:19:33,0,822
229,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:18:55,0,822
230,"RT @JunkoSu22993224: If Chainlink Hits $50.00 This Week. 
Giving away $50.00 to every person that leaves a comment, retweets and likes this…",2021-04-19 06:15:52,0,624
231,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:14:01,0,822
232,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:13:42,0,315
233,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:13:25,0,315
234,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:12:59,0,822
235,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:12:01,0,315
236,RT @artemval: Giving away some #safemoon $safemoon #crypto #bitcoin FOLLOW ME AND RESHARE THIS TWEET! I’ll pick 5 winners at 12:00 today!,2021-04-19 06:11:06,0,4
237,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:10:12,0,315
238,"RT @Jayecane: guess the number i wrote down to win $200.00 to your cashapp PayPal Venmo bitcoin zelle gcash

Must rt. 
must be following fo…",2021-04-19 06:09:20,0,80
239,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:08:12,0,822
240,"RT @BitSler: 👩‍🎤Sun 18 Apr 19:00 GMT - #DOTA2 🧚‍♀️

Time to make your prediction 🤑
https://t.co/dfyUitOAWi

1️⃣Evil Geniuses - 1.03
🏆WINNER…",2021-04-19 06:07:49,0,23
241,Giving away some #safemoon $safemoon #crypto #bitcoin FOLLOW ME AND RESHARE THIS TWEET! I’ll pick 5 winners at 12:00 today!,2021-04-19 06:07:29,4,4
242,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:07:19,0,822
243,"RT @BitSler: 💰End the Weekend Rich!

🥊BET ON #BOXING - Sat 17 Apr 22:00 GMT
Place your bet here ➡️https://t.co/NRgvGoF0bo

1️⃣Andrade, Deme…",2021-04-19 06:05:06,0,30
244,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:04:23,0,822
245,"RT @BitSler: Are gonna watch #Cricket 🏏this weekend?

14:00 GMT #IPL 🏆
Place your bets now 👉https://t.co/OA0Gci6kMB

1️⃣Mumbai Indians - 1.…",2021-04-19 06:04:23,0,31
246,"The current price of bitcoin is $56,739.00. It has increased by 1.413% in the last 24 hours #bitcoin #btc #cryptocurrency",2021-04-19 06:03:49,0,0
247,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:03:22,0,822
248,on the 04/19/2021 at 06:01 1BTC was worth $56581.00 #Bitcoin #Crypto #BotcoinUSD #Bitfinex,2021-04-19 06:01:35,0,0
249,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:00:52,0,822
250,1 BTC Price: Bitstamp 56613.69 USD #BTC #Bitcoin 2021-04-19 02:00 https://t.co/xTFqyJfVtI,2021-04-19 06:00:15,0,0
251,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 06:00:12,0,822
252,"Bitcoin - BTC
Price: $56,550.00
Change in 1h: -0.93071543%
Market cap: $1,056,690,133,061.61
Ranking: 1
#Bitcoin #BTC",2021-04-19 06:00:02,0,0
253,"The price of
Spaghetti alla Carbonara
is 19,414 Satoshis
or 0.00019414 BTC

1 BTC = 56,609.70 USD
1 USD = 1,766 Sat… https://t.co/h2CAcnz2hp",2021-04-19 06:00:01,0,0
254,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 05:58:44,0,822
255,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 05:58:34,0,315
256,"RT @MocktailSwap: Get ready for the Best Staking Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 05:56:38,0,315
257,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 05:56:35,0,822
258,"Mon Apr 19 07:54:30 2021 (3:08)
USD : 56,736.00
Wght: 216,457
Blk#: 679,759
Size: 1,148.0
Txs : 2,160
Pool: 100,853 (68.8 MB)
#bitcoin",2021-04-19 05:55:00,0,0
259,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 05:54:59,0,822
260,"RT @JunkoSu22993224: If Chainlink Hits $50.00 This Week. 
Giving away $50.00 to every person that leaves a comment, retweets and likes this…",2021-04-19 05:53:00,0,624
261,"PRESS RELEASE. AscendEX, formerly BitMax, an industry-leading digital asset trading platform built by Wall Street q… https://t.co/0ewI2Onp9Z",2021-04-19 05:52:36,0,0
262,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 05:51:13,0,822
263,"RT @BitSler: Are you also Fan of #Cricket 🏏?

14:00 GMT #IPL 🏆
Place your bets now 👉https://t.co/zWmXJAgNq6

1️⃣Punjab Kings - 1.9
🏆WINNER…",2021-04-19 05:44:49,0,33
264,RT @BULLSORG1: The term HODL (or hodl) originated in 2013 with a post to the bitcointalk forum. The price of bitcoin had surged from under…,2021-04-19 05:44:27,0,3
265,"RT @MocktailSwap: Get ready for the Best Farming Pools in Defi Market

Launching 21:00 UTC 18th April, 2021

Don't forget, Last chance to B…",2021-04-19 05:42:49,0,822
